order_id,customer_id,order_date,product_name,category,amount,status
10041,15,2026-03-14 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10042,15,2026-03-26 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10043,16,2026-04-01 00:00:00,LED Desk Lamp,Furniture,4400,Completed
10044,16,2026-04-13 00:00:00,LED Desk Lamp,Furniture,6600,Completed
10045,16,2026-05-19 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10046,17,2026-03-01 00:00:00,Water Bottle 1L,Fitness,1600,Completed
10047,17,2026-04-16 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10048,17,2026-05-19 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10049,18,2026-04-25 00:00:00,LED Desk Lamp,Furniture,4400,Completed
10050,18,2026-05-17 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10051,20,2026-05-01 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10052,20,2026-05-29 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10053,21,2026-02-08 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10054,21,2026-03-04 00:00:00,Resistance Bands Set,Fitness,2850,Completed
10055,21,2026-03-14 00:00:00,Noise Cancelling Headphones,Electronics,25500,Completed
10056,22,2026-03-27 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10057,23,2025-12-07 00:00:00,Wireless Mouse,Electronics,2400,Completed
10058,23,2026-01-11 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10059,23,2026-03-04 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10060,24,2025-12-10 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10061,24,2026-01-10 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10062,24,2026-03-06 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10063,24,2026-04-04 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10064,24,2026-04-18 00:00:00,LED Desk Lamp,Furniture,6600,Completed
10065,26,2026-03-16 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10066,29,2026-01-01 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10067,29,2026-02-27 00:00:00,Water Bottle 1L,Fitness,800,Completed
10068,29,2026-03-23 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10069,29,2026-05-14 00:00:00,Resistance Bands Set,Fitness,950,Completed
10070,30,2025-12-07 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10071,30,2025-12-18 00:00:00,Yoga Mat,Fitness,4500,Completed
10072,30,2025-12-28 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10073,31,2025-12-13 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10074,32,2025-12-10 00:00:00,Resistance Bands Set,Fitness,950,Returned
10075,32,2025-12-27 00:00:00,Yoga Mat,Fitness,4500,Completed
10076,32,2026-01-20 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10077,32,2026-03-18 00:00:00,LED Desk Lamp,Furniture,6600,Completed
10078,34,2026-05-20 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10079,36,2026-05-20 00:00:00,Wireless Mouse,Electronics,2400,Completed
10080,37,2025-12-07 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10081,37,2025-12-18 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10082,37,2026-01-12 00:00:00,Wireless Mouse,Electronics,3600,Completed
10083,37,2026-03-10 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10084,38,2026-02-08 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10085,38,2026-02-24 00:00:00,Water Bottle 1L,Fitness,800,Completed
10086,39,2026-03-09 00:00:00,Noise Cancelling Headphones,Electronics,8500,Returned
10087,39,2026-04-25 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10088,40,2026-01-04 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10089,40,2026-02-24 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10090,40,2026-03-25 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10091,41,2025-12-25 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10092,41,2026-01-12 00:00:00,Yoga Mat,Fitness,1500,Completed
10093,41,2026-03-08 00:00:00,Wireless Mouse,Electronics,1200,Completed
10094,41,2026-04-02 00:00:00,Leather Notebook,Stationery,1800,Completed
10095,41,2026-05-31 00:00:00,Leather Notebook,Stationery,1200,Completed
10096,42,2026-04-24 00:00:00,Resistance Bands Set,Fitness,1900,Returned
10097,42,2026-05-21 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10098,43,2026-02-09 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10099,43,2026-04-03 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10100,43,2026-05-17 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10101,44,2026-01-01 00:00:00,Leather Notebook,Stationery,1200,Completed
10102,44,2026-02-25 00:00:00,Leather Notebook,Stationery,600,Returned
10103,44,2026-04-03 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10104,46,2026-01-31 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10105,46,2026-02-21 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10106,46,2026-03-07 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10107,47,2026-01-27 00:00:00,Yoga Mat,Fitness,3000,Completed
10108,47,2026-03-27 00:00:00,Resistance Bands Set,Fitness,1900,Completed
10109,47,2026-04-06 00:00:00,Wireless Mouse,Electronics,3600,Completed
10110,49,2026-01-13 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10111,49,2026-02-09 00:00:00,Wireless Mouse,Electronics,2400,Completed
10112,49,2026-03-18 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10113,51,2026-01-27 00:00:00,Yoga Mat,Fitness,3000,Completed
10114,51,2026-02-26 00:00:00,Wireless Mouse,Electronics,3600,Completed
10115,52,2026-03-16 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10116,52,2026-04-21 00:00:00,Noise Cancelling Headphones,Electronics,25500,Completed
10117,52,2026-05-29 00:00:00,Leather Notebook,Stationery,1800,Completed
10118,53,2026-02-03 00:00:00,Leather Notebook,Stationery,1200,Returned
10119,53,2026-03-04 00:00:00,Yoga Mat,Fitness,4500,Completed
10120,53,2026-04-09 00:00:00,Wireless Mouse,Electronics,1200,Completed
10121,53,2026-05-07 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10122,55,2026-02-13 00:00:00,Wireless Mouse,Electronics,2400,Completed
10123,55,2026-04-04 00:00:00,Resistance Bands Set,Fitness,2850,Completed
10124,55,2026-04-28 00:00:00,Yoga Mat,Fitness,1500,Completed
10125,56,2026-05-26 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10126,57,2026-05-13 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10127,58,2026-02-24 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10128,58,2026-03-31 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10129,59,2025-12-05 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10130,60,2026-03-14 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10131,60,2026-04-10 00:00:00,Wireless Mouse,Electronics,3600,Completed
10132,61,2026-02-27 00:00:00,Water Bottle 1L,Fitness,1600,Returned
10133,62,2026-04-11 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10134,63,2026-01-17 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10135,63,2026-03-10 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10136,63,2026-04-16 00:00:00,Gel Pen Pack of 10,Stationery,750,Completed
10137,64,2026-03-31 00:00:00,Resistance Bands Set,Fitness,1900,Completed
10138,65,2026-01-04 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10139,65,2026-01-29 00:00:00,Yoga Mat,Fitness,3000,Completed
10140,65,2026-03-18 00:00:00,Leather Notebook,Stationery,1800,Completed
10141,65,2026-04-24 00:00:00,Resistance Bands Set,Fitness,950,Completed
10142,65,2026-05-24 00:00:00,Resistance Bands Set,Fitness,2850,Completed
10143,66,2026-02-05 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10144,66,2026-03-17 00:00:00,Leather Notebook,Stationery,1200,Completed
10145,66,2026-03-31 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10146,66,2026-05-06 00:00:00,Noise Cancelling Headphones,Electronics,25500,Completed
10147,66,2026-05-24 00:00:00,LED Desk Lamp,Furniture,4400,Completed
10148,70,2026-05-23 00:00:00,Leather Notebook,Stationery,600,Completed
10149,72,2026-05-18 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10150,73,2025-12-07 00:00:00,Yoga Mat,Fitness,1500,Completed
10151,73,2026-02-04 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10152,73,2026-04-01 00:00:00,Wireless Mouse,Electronics,1200,Completed
10153,73,2026-04-11 00:00:00,LED Desk Lamp,Furniture,6600,Completed
10154,74,2026-03-21 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10155,74,2026-05-11 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10156,75,2025-12-13 00:00:00,Resistance Bands Set,Fitness,950,Completed
10157,75,2026-02-09 00:00:00,Leather Notebook,Stationery,600,Completed
10158,76,2026-04-21 00:00:00,Leather Notebook,Stationery,600,Completed
10159,77,2025-12-06 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10160,77,2026-02-04 00:00:00,Water Bottle 1L,Fitness,800,Completed
10161,77,2026-03-06 00:00:00,Yoga Mat,Fitness,4500,Completed
10162,77,2026-04-09 00:00:00,Gel Pen Pack of 10,Stationery,750,Completed
10163,77,2026-04-25 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10164,78,2026-05-07 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10165,79,2026-05-17 00:00:00,Resistance Bands Set,Fitness,950,Completed
10166,80,2025-12-14 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10167,82,2025-12-24 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10168,82,2026-01-29 00:00:00,Leather Notebook,Stationery,1800,Completed
10169,83,2026-02-04 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10170,84,2025-12-23 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10171,84,2026-02-09 00:00:00,Leather Notebook,Stationery,1200,Completed
10172,84,2026-04-01 00:00:00,Wireless Mouse,Electronics,3600,Completed
10173,84,2026-05-09 00:00:00,Wireless Mouse,Electronics,1200,Completed
10174,85,2025-12-17 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10175,85,2026-02-13 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10176,85,2026-04-13 00:00:00,LED Desk Lamp,Furniture,4400,Completed
10177,85,2026-04-26 00:00:00,Yoga Mat,Fitness,3000,Completed
10178,86,2026-05-01 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10179,87,2026-02-27 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10180,87,2026-04-17 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10181,87,2026-05-30 00:00:00,Wireless Mouse,Electronics,3600,Completed
10182,88,2025-12-02 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10183,88,2026-01-14 00:00:00,Leather Notebook,Stationery,1800,Completed
10184,88,2026-02-03 00:00:00,Gel Pen Pack of 10,Stationery,250,Returned
10185,89,2026-04-13 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10186,90,2026-02-03 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10187,92,2026-04-25 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10188,92,2026-05-15 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10189,93,2026-03-07 00:00:00,Yoga Mat,Fitness,3000,Completed
10190,93,2026-04-23 00:00:00,LED Desk Lamp,Furniture,4400,Completed
10191,93,2026-05-24 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10192,94,2026-05-15 00:00:00,Resistance Bands Set,Fitness,950,Completed
10193,95,2025-12-06 00:00:00,Wireless Mouse,Electronics,2400,Completed
10194,95,2025-12-24 00:00:00,Noise Cancelling Headphones,Electronics,25500,Completed
10195,95,2026-02-09 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10196,96,2026-04-26 00:00:00,Wireless Mouse,Electronics,1200,Completed
10197,96,2026-05-27 00:00:00,Resistance Bands Set,Fitness,950,Completed
10198,97,2025-12-03 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10199,97,2026-01-02 00:00:00,Wireless Mouse,Electronics,2400,Completed
10200,97,2026-01-21 00:00:00,Wireless Mouse,Electronics,3600,Completed
10201,97,2026-02-09 00:00:00,Resistance Bands Set,Fitness,950,Completed
10202,97,2026-04-08 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10203,97,2026-04-24 00:00:00,Wireless Mouse,Electronics,2400,Completed
10204,98,2025-12-10 00:00:00,Wireless Mouse,Electronics,2400,Completed
10205,98,2026-01-30 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10206,98,2026-03-19 00:00:00,Water Bottle 1L,Fitness,1600,Completed
10207,99,2026-04-24 00:00:00,Yoga Mat,Fitness,3000,Completed
10208,99,2026-05-31 00:00:00,Wireless Mouse,Electronics,3600,Completed
10209,100,2025-12-29 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10210,101,2026-02-03 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10211,101,2026-02-20 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10212,101,2026-03-16 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10213,102,2026-05-18 00:00:00,Leather Notebook,Stationery,600,Completed
10214,103,2026-01-25 00:00:00,Leather Notebook,Stationery,1200,Completed
10215,103,2026-03-12 00:00:00,Gel Pen Pack of 10,Stationery,750,Completed
10216,104,2025-12-23 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10217,104,2026-01-15 00:00:00,Yoga Mat,Fitness,1500,Completed
10218,104,2026-02-15 00:00:00,Leather Notebook,Stationery,1800,Completed
10219,104,2026-03-17 00:00:00,Resistance Bands Set,Fitness,2850,Completed
10220,104,2026-05-11 00:00:00,Resistance Bands Set,Fitness,950,Completed
10221,105,2025-12-15 00:00:00,Yoga Mat,Fitness,1500,Completed
10222,105,2026-01-30 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10223,105,2026-03-07 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10224,105,2026-04-03 00:00:00,Water Bottle 1L,Fitness,800,Completed
10225,105,2026-04-18 00:00:00,Gel Pen Pack of 10,Stationery,750,Completed
10226,107,2026-04-28 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10227,107,2026-05-09 00:00:00,Yoga Mat,Fitness,1500,Completed
10228,108,2026-04-13 00:00:00,Leather Notebook,Stationery,1200,Completed
10229,109,2025-12-21 00:00:00,Wireless Mouse,Electronics,1200,Completed
10230,109,2026-02-10 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10231,109,2026-04-08 00:00:00,LED Desk Lamp,Furniture,6600,Completed
10232,109,2026-05-19 00:00:00,Leather Notebook,Stationery,1200,Completed
10233,110,2026-03-31 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10234,110,2026-05-03 00:00:00,Water Bottle 1L,Fitness,1600,Completed
10235,110,2026-05-15 00:00:00,Yoga Mat,Fitness,1500,Completed
10236,111,2026-05-19 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10237,113,2026-05-29 00:00:00,LED Desk Lamp,Furniture,4400,Completed
10238,116,2026-02-07 00:00:00,Yoga Mat,Fitness,1500,Completed
10239,116,2026-02-17 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10240,116,2026-03-03 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10241,117,2025-12-09 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10242,117,2026-02-03 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10243,117,2026-03-04 00:00:00,Ergonomic Office Chair,Furniture,25000,Returned
10244,117,2026-03-15 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10245,117,2026-03-30 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10246,118,2026-05-26 00:00:00,Leather Notebook,Stationery,600,Completed
10247,119,2026-03-30 00:00:00,Wireless Mouse,Electronics,2400,Completed
10248,119,2026-04-11 00:00:00,Noise Cancelling Headphones,Electronics,25500,Completed
10249,119,2026-05-07 00:00:00,Yoga Mat,Fitness,3000,Returned
10250,120,2026-01-05 00:00:00,Wireless Mouse,Electronics,2400,Completed
10251,120,2026-01-23 00:00:00,Leather Notebook,Stationery,1200,Completed
10252,120,2026-02-09 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10253,121,2026-02-24 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10254,121,2026-03-25 00:00:00,Resistance Bands Set,Fitness,950,Completed
10255,121,2026-04-14 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10256,122,2026-04-19 00:00:00,Yoga Mat,Fitness,1500,Completed
10257,122,2026-05-21 00:00:00,Wireless Mouse,Electronics,2400,Completed
10258,123,2025-12-30 00:00:00,Wireless Mouse,Electronics,1200,Completed
10259,123,2026-01-27 00:00:00,Gel Pen Pack of 10,Stationery,750,Completed
10260,124,2026-04-02 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10261,124,2026-05-30 00:00:00,Mechanical Keyboard,Electronics,9000,Returned
10262,125,2026-04-08 00:00:00,Yoga Mat,Fitness,1500,Completed
10263,126,2026-02-22 00:00:00,Water Bottle 1L,Fitness,800,Completed
10264,126,2026-04-08 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10265,126,2026-05-26 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10266,127,2025-12-06 00:00:00,Resistance Bands Set,Fitness,1900,Completed
10267,127,2025-12-30 00:00:00,Resistance Bands Set,Fitness,2850,Completed
10268,127,2026-02-04 00:00:00,Resistance Bands Set,Fitness,950,Completed
10269,127,2026-02-27 00:00:00,Wireless Mouse,Electronics,2400,Completed
10270,127,2026-04-14 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10271,128,2026-02-07 00:00:00,Noise Cancelling Headphones,Electronics,17000,Completed
10272,128,2026-02-18 00:00:00,Yoga Mat,Fitness,4500,Completed
10273,128,2026-03-20 00:00:00,Noise Cancelling Headphones,Electronics,8500,Completed
10274,129,2026-03-22 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10275,129,2026-05-20 00:00:00,Noise Cancelling Headphones,Electronics,25500,Completed
10276,130,2026-05-31 00:00:00,Resistance Bands Set,Fitness,950,Completed
10277,135,2026-05-10 00:00:00,Wireless Mouse,Electronics,2400,Completed
10278,136,2026-04-04 00:00:00,Yoga Mat,Fitness,1500,Completed
10279,136,2026-04-26 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10280,136,2026-05-07 00:00:00,Resistance Bands Set,Fitness,1900,Completed
10281,137,2025-12-04 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10282,137,2026-01-13 00:00:00,Water Bottle 1L,Fitness,800,Completed
10283,137,2026-01-24 00:00:00,Yoga Mat,Fitness,3000,Completed
10284,137,2026-03-19 00:00:00,Wireless Mouse,Electronics,1200,Completed
10285,139,2025-12-02 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10286,140,2026-05-02 00:00:00,Resistance Bands Set,Fitness,1900,Completed
10287,142,2025-12-18 00:00:00,Gel Pen Pack of 10,Stationery,250,Completed
10288,142,2026-01-05 00:00:00,Resistance Bands Set,Fitness,950,Completed
10289,142,2026-02-11 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10290,142,2026-02-28 00:00:00,Wireless Mouse,Electronics,3600,Completed
10291,142,2026-04-25 00:00:00,Resistance Bands Set,Fitness,2850,Completed
10292,143,2025-12-22 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10293,143,2026-01-24 00:00:00,Water Bottle 1L,Fitness,2400,Completed
10294,143,2026-02-06 00:00:00,Wireless Mouse,Electronics,2400,Completed
10295,143,2026-03-23 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10296,143,2026-04-16 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10297,144,2025-12-15 00:00:00,Resistance Bands Set,Fitness,1900,Completed
10298,144,2026-01-21 00:00:00,Leather Notebook,Stationery,600,Completed
10299,144,2026-03-07 00:00:00,Resistance Bands Set,Fitness,2850,Completed
10300,144,2026-03-25 00:00:00,Yoga Mat,Fitness,3000,Completed
10301,145,2026-02-21 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10302,145,2026-03-22 00:00:00,Ergonomic Office Chair,Furniture,37500,Completed
10303,145,2026-04-08 00:00:00,Gel Pen Pack of 10,Stationery,750,Returned
10304,145,2026-05-22 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10305,146,2026-02-11 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10306,146,2026-03-09 00:00:00,LED Desk Lamp,Furniture,6600,Completed
10307,146,2026-03-30 00:00:00,Resistance Bands Set,Fitness,950,Completed
10308,148,2026-04-15 00:00:00,Yoga Mat,Fitness,3000,Completed
10309,150,2026-05-12 00:00:00,Water Bottle 1L,Fitness,1600,Completed
10310,151,2025-12-30 00:00:00,Wireless Mouse,Electronics,1200,Completed
10311,151,2026-02-08 00:00:00,Leather Notebook,Stationery,1200,Completed
10312,151,2026-03-07 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10313,151,2026-04-23 00:00:00,Noise Cancelling Headphones,Electronics,25500,Completed
10314,151,2026-05-05 00:00:00,Mechanical Keyboard,Electronics,13500,Completed
10315,152,2026-01-09 00:00:00,Yoga Mat,Fitness,1500,Completed
10316,152,2026-02-21 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10317,152,2026-04-03 00:00:00,Yoga Mat,Fitness,4500,Completed
10318,154,2026-03-20 00:00:00,Wireless Mouse,Electronics,2400,Completed
10319,154,2026-05-19 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10320,155,2026-05-30 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10321,157,2026-03-11 00:00:00,Wireless Mouse,Electronics,1200,Completed
10322,157,2026-04-22 00:00:00,Yoga Mat,Fitness,4500,Completed
10323,158,2026-02-02 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10324,158,2026-03-25 00:00:00,Leather Notebook,Stationery,1800,Completed
10325,158,2026-05-08 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10326,158,2026-05-27 00:00:00,Wireless Mouse,Electronics,1200,Completed
10327,161,2026-05-03 00:00:00,Yoga Mat,Fitness,1500,Completed
10328,162,2026-03-29 00:00:00,Yoga Mat,Fitness,1500,Completed
10329,163,2025-12-11 00:00:00,Yoga Mat,Fitness,3000,Completed
10330,163,2026-01-05 00:00:00,Mechanical Keyboard,Electronics,9000,Completed
10331,163,2026-01-26 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10332,163,2026-03-03 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
10333,163,2026-04-04 00:00:00,Water Bottle 1L,Fitness,800,Completed
10334,163,2026-06-01 00:00:00,Resistance Bands Set,Fitness,1900,Completed
10335,164,2025-12-19 00:00:00,LED Desk Lamp,Furniture,2200,Completed
10336,164,2026-01-10 00:00:00,Water Bottle 1L,Fitness,1600,Completed
10337,164,2026-03-05 00:00:00,Water Bottle 1L,Fitness,1600,Completed
10338,164,2026-03-22 00:00:00,Leather Notebook,Stationery,1200,Completed
10339,165,2026-03-13 00:00:00,Resistance Bands Set,Fitness,950,Completed
10340,165,2026-05-04 00:00:00,Leather Notebook,Stationery,1800,Completed
10341,166,2026-03-24 00:00:00,Water Bottle 1L,Fitness,1600,Completed
10342,166,2026-05-19 00:00:00,Yoga Mat,Fitness,3000,Completed
10343,167,2026-03-22 00:00:00,Gel Pen Pack of 10,Stationery,500,Completed
10344,167,2026-05-05 00:00:00,Mechanical Keyboard,Electronics,4500,Completed
10345,167,2026-05-21 00:00:00,Ergonomic Office Chair,Furniture,12500,Completed
10346,169,2025-12-27 00:00:00,Ergonomic Office Chair,Furniture,25000,Completed
